date,country,variant,new_cases,new_deaths,hospitalized
2035-10-11,USA,Omicron,508,11,3891
2035-10-12,India,XBB,457,8,1614
2035-10-13,India,Omicron,539,15,2802
2035-10-14,Germany,Omicron,490,11,1449
2035-10-15,Canada,BA.5,507,10,4330
2035-10-16,India,BA.5,454,10,626
2035-10-17,Germany,Alpha,468,11,3188
2035-10-18,India,Alpha,483,11,1121
2035-10-19,USA,Alpha,504,10,801
2035-10-20,Germany,Alpha,487,10,222
2035-10-21,USA,Delta,499,8,1847
2035-10-22,USA,Alpha,527,11,3124
2035-10-23,Germany,Delta,497,10,1660
2035-10-24,Germany,Omicron,473,9,2377
2035-10-25,India,Delta,493,14,3016
2035-10-26,India,Omicron,517,6,4587
2035-10-27,Canada,Alpha,528,10,694
2035-10-28,India,Delta,483,10,4677
2035-10-29,Germany,Omicron,495,16,1406
2035-10-30,India,Alpha,501,6,4628
2035-10-31,Germany,Omicron,513,7,2677
2035-11-01,Canada,BA.5,509,9,1308
2035-11-02,Germany,Omicron,477,9,1369
2035-11-03,Canada,Alpha,529,15,1762
2035-11-04,Canada,XBB,483,10,1942
2035-11-05,Canada,BA.5,517,14,1560
2035-11-06,USA,Delta,479,8,2145
2035-11-07,Brazil,BA.5,492,11,4488
2035-11-08,Germany,Alpha,547,9,4716
2035-11-09,India,Omicron,487,9,4159
2035-11-10,Brazil,XBB,495,15,2771
2035-11-11,Brazil,Alpha,473,7,2865
2035-11-12,USA,Omicron,530,16,4752
2035-11-13,Germany,Alpha,515,5,4751
2035-11-14,Germany,XBB,496,10,4558
2035-11-15,India,Omicron,506,11,3213
2035-11-16,USA,XBB,486,10,1264
2035-11-17,Brazil,Omicron,521,12,913
2035-11-18,Germany,BA.5,502,14,4298
2035-11-19,USA,Alpha,532,12,2849
2035-11-20,Canada,Delta,456,9,207
2035-11-21,Germany,Delta,517,12,2215
2035-11-22,Brazil,Alpha,473,12,2658
2035-11-23,Canada,Delta,500,14,366
2035-11-24,Canada,XBB,484,4,1217
2035-11-25,Canada,Delta,476,11,4833
2035-11-26,Brazil,Alpha,503,9,1536
2035-11-27,USA,BA.5,482,7,919
2035-11-28,Germany,Alpha,494,9,3329
2035-11-29,USA,Alpha,481,8,601
2035-11-30,Brazil,Omicron,521,7,4389
2035-12-01,India,Delta,521,13,459
2035-12-02,Germany,Delta,511,6,2968
2035-12-03,Germany,Omicron,493,12,1022
2035-12-04,India,XBB,508,5,2018
2035-12-05,Canada,XBB,499,13,478
2035-12-06,Germany,Omicron,488,6,3213
2035-12-07,Germany,Delta,486,8,2793
2035-12-08,Germany,XBB,495,9,4152
2035-12-09,Brazil,XBB,488,11,2205
2035-12-10,India,BA.5,513,8,3000
2035-12-11,Germany,XBB,484,8,3605
2035-12-12,India,Delta,508,11,1340
2035-12-13,Canada,BA.5,479,7,1181
2035-12-14,Germany,BA.5,485,9,3627
2035-12-15,USA,Delta,502,14,3387
2035-12-16,USA,Omicron,473,12,3286
2035-12-17,USA,Alpha,499,10,1799
2035-12-18,USA,XBB,501,9,640
2035-12-19,Brazil,Omicron,524,13,3122
2035-12-20,Canada,Alpha,480,8,1647
2035-12-21,Germany,Delta,520,9,1342
2035-12-22,Canada,XBB,516,6,2244
2035-12-23,USA,Omicron,489,16,3660
2035-12-24,Canada,Alpha,502,11,3743
2035-12-25,Canada,Delta,530,8,2136
2035-12-26,Brazil,BA.5,479,11,2008
2035-12-27,USA,BA.5,512,9,572
2035-12-28,India,BA.5,501,3,1834
2035-12-29,Canada,Delta,507,16,1715
2035-12-30,Canada,Alpha,525,7,1267
2035-12-31,USA,Delta,528,12,3717
2036-01-01,Brazil,BA.5,532,11,1739
2036-01-02,Germany,Delta,528,14,1449
2036-01-03,USA,XBB,514,9,1817
2036-01-04,Germany,Alpha,500,7,2940
2036-01-05,India,XBB,512,15,426
2036-01-06,Germany,BA.5,541,16,2484
2036-01-07,Canada,Alpha,516,13,1014
2036-01-08,Brazil,XBB,471,5,1394
2036-01-09,India,Delta,505,9,2133
2036-01-10,Brazil,Omicron,466,9,4879
2036-01-11,Brazil,Delta,474,8,1352
2036-01-12,Germany,BA.5,527,11,3277
2036-01-13,Brazil,Omicron,513,7,3798
2036-01-14,India,Alpha,457,11,1304
2036-01-15,Brazil,Omicron,508,9,1459
2036-01-16,India,Alpha,513,9,2708
2036-01-17,Canada,XBB,484,7,2236
2036-01-18,Canada,XBB,512,10,3144
2036-01-19,Germany,XBB,511,12,512
2036-01-20,USA,XBB,487,10,1589
2036-01-21,Canada,XBB,469,19,4533
2036-01-22,USA,Omicron,512,10,4474
2036-01-23,India,Alpha,558,8,919
2036-01-24,USA,XBB,510,12,3780
2036-01-25,Brazil,XBB,495,9,1993
2036-01-26,India,Alpha,486,6,3599
2036-01-27,Brazil,Omicron,454,8,3706
2036-01-28,USA,XBB,560,10,4421
2036-01-29,Brazil,Omicron,485,11,3767
2036-01-30,India,XBB,499,21,4735
2036-01-31,Brazil,Omicron,470,15,2685
2036-02-01,USA,BA.5,539,12,2961
2036-02-02,Brazil,XBB,484,9,4342
2036-02-03,Brazil,XBB,495,8,3298
2036-02-04,Germany,Delta,471,11,653
2036-02-05,India,Delta,512,10,2873
2036-02-06,Germany,Omicron,469,16,2598
2036-02-07,USA,Delta,515,13,840
2036-02-08,Canada,Omicron,492,10,1296
2036-02-09,USA,XBB,510,13,387
2036-02-10,USA,XBB,478,4,1603
2036-02-11,USA,BA.5,491,9,1205
2036-02-12,USA,BA.5,521,7,3032
2036-02-13,Germany,Delta,481,6,2444
2036-02-14,USA,XBB,522,4,3818
2036-02-15,Brazil,Omicron,501,12,4146
2036-02-16,USA,Delta,491,8,1511
2036-02-17,Canada,BA.5,508,8,1997
2036-02-18,India,Alpha,459,14,2943
2036-02-19,Germany,Omicron,463,8,3493
2036-02-20,Germany,Alpha,536,11,3775
2036-02-21,Germany,Delta,507,12,3482
2036-02-22,Germany,Delta,482,9,2741
2036-02-23,USA,Alpha,513,5,2869
2036-02-24,Canada,Delta,499,14,4426
2036-02-25,USA,Delta,511,11,667
2036-02-26,India,XBB,491,13,1359
2036-02-27,India,Omicron,472,6,1980
2036-02-28,USA,BA.5,499,5,520
2036-02-29,USA,XBB,500,11,4958
2036-03-01,USA,Delta,476,8,4857
2036-03-02,Canada,BA.5,538,7,990
2036-03-03,Germany,Delta,500,10,1860
2036-03-04,India,Omicron,480,12,4397
2036-03-05,India,Delta,503,8,4754
2036-03-06,Germany,Alpha,498,14,212
2036-03-07,Germany,Alpha,491,8,2909
2036-03-08,India,Alpha,531,10,2380
2036-03-09,India,Alpha,540,13,2546
2036-03-10,Canada,BA.5,524,9,4530
2036-03-11,India,Alpha,460,15,576
2036-03-12,USA,Delta,490,7,3205
2036-03-13,USA,XBB,477,10,3410
2036-03-14,Germany,Delta,520,5,1558
2036-03-15,Germany,Delta,498,6,315
2036-03-16,USA,Delta,482,8,477
2036-03-17,Germany,Delta,463,9,4498
2036-03-18,USA,XBB,503,13,3774
2036-03-19,Canada,Alpha,498,11,1933
2036-03-20,Germany,Omicron,475,10,3312
2036-03-21,Brazil,BA.5,478,8,2445
2036-03-22,India,XBB,515,14,1552
2036-03-23,USA,XBB,505,7,253
2036-03-24,India,XBB,503,10,4262
2036-03-25,India,BA.5,447,12,589
2036-03-26,Germany,Delta,475,11,2689
2036-03-27,India,BA.5,516,12,4652
2036-03-28,Brazil,XBB,493,13,2428
2036-03-29,Germany,Delta,514,6,4535
2036-03-30,USA,XBB,496,10,2452
2036-03-31,India,Omicron,511,8,794
2036-04-01,India,Alpha,494,12,2333
2036-04-02,Canada,Alpha,475,11,1694
2036-04-03,USA,XBB,500,14,3822
2036-04-04,Canada,Delta,463,12,4955
2036-04-05,USA,Omicron,525,7,329
2036-04-06,India,Omicron,508,8,4205
2036-04-07,India,Delta,497,9,1697
2036-04-08,Brazil,Delta,479,12,530
2036-04-09,Germany,Omicron,486,15,2320
2036-04-10,Brazil,Alpha,495,9,929
2036-04-11,USA,Alpha,525,7,1421
2036-04-12,USA,Omicron,498,12,1947
2036-04-13,USA,BA.5,536,8,1957
2036-04-14,USA,Omicron,531,9,3376
2036-04-15,Germany,XBB,472,9,1845
2036-04-16,India,BA.5,488,15,4486
2036-04-17,Brazil,Delta,500,10,4241
2036-04-18,India,Omicron,502,12,928
2036-04-19,Canada,Omicron,501,13,4029
2036-04-20,Brazil,BA.5,497,12,522
2036-04-21,USA,Omicron,520,7,3560
2036-04-22,USA,XBB,474,8,1712
2036-04-23,Canada,Alpha,515,7,3027
2036-04-24,Brazil,Omicron,513,12,4841
2036-04-25,Germany,Alpha,517,8,3385
2036-04-26,Germany,Delta,511,7,4662
2036-04-27,USA,Delta,517,10,3985
2036-04-28,USA,Omicron,517,7,4622
2036-04-29,USA,Delta,518,6,3426
2036-04-30,Canada,Omicron,485,6,933
2036-05-01,Canada,Alpha,489,6,1762
2036-05-02,India,BA.5,478,5,4269
2036-05-03,Canada,Omicron,506,7,1126
2036-05-04,Brazil,BA.5,533,5,3435
2036-05-05,Canada,Alpha,507,5,3454
2036-05-06,Brazil,Alpha,515,8,4477
2036-05-07,Germany,BA.5,453,13,1086
2036-05-08,India,Omicron,509,13,4315
2036-05-09,Canada,BA.5,524,3,3799
2036-05-10,Germany,Omicron,521,9,4741
2036-05-11,Brazil,Omicron,498,12,1565
2036-05-12,India,BA.5,492,16,376
2036-05-13,Germany,Alpha,497,8,1919
2036-05-14,Brazil,XBB,463,6,1168
2036-05-15,India,Delta,496,15,2550
2036-05-16,USA,XBB,495,10,1386
2036-05-17,Canada,Alpha,498,10,1718
2036-05-18,USA,Delta,501,9,1399
2036-05-19,USA,BA.5,512,11,3719
2036-05-20,USA,XBB,490,11,641
2036-05-21,Germany,Omicron,487,13,1766
2036-05-22,USA,Alpha,476,4,1850
2036-05-23,USA,Alpha,539,11,3050
2036-05-24,Germany,Alpha,514,7,4603
2036-05-25,Canada,XBB,487,10,2698
2036-05-26,India,Omicron,547,7,4111
2036-05-27,India,XBB,490,16,1501
2036-05-28,Canada,Omicron,489,12,2527
2036-05-29,Germany,Delta,540,10,1141
2036-05-30,USA,BA.5,507,12,3234
2036-05-31,India,Alpha,501,10,3427
2036-06-01,Canada,Omicron,474,11,1369
2036-06-02,Canada,XBB,522,8,4299
2036-06-03,USA,XBB,514,17,3444
2036-06-04,Canada,Alpha,496,10,3414
2036-06-05,Germany,Alpha,500,10,3569
2036-06-06,Germany,Alpha,462,8,696
2036-06-07,India,Delta,514,10,2143
2036-06-08,Brazil,BA.5,503,6,672
2036-06-09,Canada,Omicron,502,11,3580
2036-06-10,Germany,Alpha,489,9,1142
2036-06-11,USA,Omicron,532,13,3663
2036-06-12,USA,XBB,519,7,2776
2036-06-13,Brazil,BA.5,483,11,3948
2036-06-14,Brazil,BA.5,491,4,1853
2036-06-15,Brazil,Omicron,468,19,2542
2036-06-16,USA,XBB,492,13,4775
2036-06-17,Canada,XBB,508,7,1596
2036-06-18,Germany,Delta,504,9,1214
2036-06-19,USA,Alpha,499,7,2924
2036-06-20,Germany,XBB,506,8,761
2036-06-21,Brazil,Alpha,508,10,2760
2036-06-22,India,Alpha,521,6,486
2036-06-23,Canada,Omicron,465,12,505
2036-06-24,Brazil,Alpha,483,12,4783
2036-06-25,Brazil,Omicron,475,12,844
2036-06-26,Germany,BA.5,518,11,1654
2036-06-27,USA,XBB,499,9,1035
2036-06-28,India,Omicron,480,12,1410
2036-06-29,Canada,Delta,502,6,4883
2036-06-30,India,Omicron,514,13,98
2036-07-01,Brazil,Alpha,525,13,211
2036-07-02,India,Delta,524,12,3869
2036-07-03,Canada,Alpha,502,13,1211
2036-07-04,Brazil,Delta,471,8,4768
2036-07-05,Canada,Omicron,517,9,2073
2036-07-06,India,Alpha,500,13,1966
2036-07-07,Brazil,Omicron,486,16,4143
2036-07-08,Brazil,XBB,495,18,2109
2036-07-09,Canada,Delta,491,9,3868
2036-07-10,USA,BA.5,527,7,4413
2036-07-11,Brazil,BA.5,474,8,3261
2036-07-12,Canada,Omicron,533,8,1625
2036-07-13,Canada,Delta,535,12,4723
2036-07-14,Canada,Delta,493,11,1553
2036-07-15,USA,Omicron,487,6,4996
2036-07-16,Germany,BA.5,456,7,477
2036-07-17,Brazil,XBB,474,14,4104
2036-07-18,India,BA.5,524,4,1994
2036-07-19,Canada,Alpha,519,9,3316
2036-07-20,India,BA.5,507,8,1470
2036-07-21,Canada,Alpha,510,7,1464
2036-07-22,Canada,Alpha,500,6,3386
2036-07-23,Brazil,XBB,536,8,1059
2036-07-24,USA,XBB,542,15,4705
2036-07-25,USA,BA.5,519,15,4987
2036-07-26,India,Omicron,519,8,4070
2036-07-27,Germany,BA.5,524,8,1899
2036-07-28,USA,XBB,515,10,12
2036-07-29,USA,Alpha,516,14,4370
2036-07-30,Germany,Alpha,553,7,3209
2036-07-31,USA,Omicron,499,9,2250
2036-08-01,Brazil,BA.5,507,11,1059
2036-08-02,Brazil,Omicron,504,10,1437
2036-08-03,India,Omicron,505,15,73
2036-08-04,India,BA.5,499,8,1770
2036-08-05,India,Delta,495,8,300
2036-08-06,Brazil,BA.5,454,10,4791
2036-08-07,India,Omicron,525,14,1770
2036-08-08,India,Delta,488,8,3304
2036-08-09,Brazil,Omicron,501,9,86
2036-08-10,Germany,Omicron,532,11,1399
2036-08-11,India,Omicron,476,9,1021
2036-08-12,USA,Alpha,529,7,3084
2036-08-13,Brazil,BA.5,518,9,52
2036-08-14,Germany,XBB,534,6,918
2036-08-15,USA,Alpha,534,8,3808
2036-08-16,USA,BA.5,464,8,146
2036-08-17,Canada,Alpha,519,7,1446
2036-08-18,Germany,BA.5,505,11,1428
2036-08-19,Canada,Delta,503,12,137
2036-08-20,Brazil,XBB,490,13,58
2036-08-21,Germany,Delta,497,13,2908
2036-08-22,Canada,Delta,488,7,4392
2036-08-23,Brazil,BA.5,523,7,3197
2036-08-24,India,Omicron,505,7,1826
2036-08-25,USA,Omicron,508,10,1252
2036-08-26,Brazil,Omicron,504,6,4139
2036-08-27,Germany,Omicron,474,8,248
2036-08-28,USA,XBB,475,13,3661
2036-08-29,USA,Delta,551,14,2181
2036-08-30,Brazil,Alpha,509,11,4689
2036-08-31,India,XBB,472,10,3196
2036-09-01,Brazil,BA.5,508,7,3327
2036-09-02,Canada,XBB,516,8,3558
2036-09-03,Canada,XBB,539,6,1893
2036-09-04,Canada,BA.5,485,12,1688
2036-09-05,Germany,Alpha,497,11,4562
2036-09-06,Brazil,Delta,502,15,2163
2036-09-07,USA,XBB,506,6,3678
2036-09-08,Germany,BA.5,493,7,3513
2036-09-09,Canada,BA.5,474,14,4029
2036-09-10,Germany,Alpha,460,14,599
2036-09-11,USA,XBB,478,3,2783
2036-09-12,Germany,BA.5,505,3,2303
2036-09-13,India,Alpha,495,10,3763
2036-09-14,Canada,Alpha,496,11,737
2036-09-15,Brazil,BA.5,503,10,2883
2036-09-16,Canada,BA.5,506,11,1963
2036-09-17,Canada,XBB,511,10,3825
2036-09-18,Brazil,XBB,490,7,3073
2036-09-19,Brazil,Delta,475,10,1902
2036-09-20,USA,BA.5,479,2,1333
2036-09-21,USA,Omicron,484,10,1749
2036-09-22,India,Omicron,509,11,1167
2036-09-23,Germany,Delta,483,6,3109
2036-09-24,Germany,BA.5,473,12,3408
2036-09-25,Germany,Alpha,475,13,2320
2036-09-26,Canada,Omicron,480,5,3763
2036-09-27,Canada,XBB,508,14,3674
2036-09-28,Brazil,Omicron,508,10,2181
2036-09-29,India,BA.5,529,10,4931
2036-09-30,India,Omicron,511,7,4822
2036-10-01,Germany,Delta,500,5,2005
2036-10-02,Brazil,XBB,533,11,4402
2036-10-03,Germany,Delta,542,11,855
2036-10-04,Canada,Alpha,516,10,4771
2036-10-05,Brazil,Alpha,499,15,4482
2036-10-06,Germany,Alpha,526,13,1508
2036-10-07,India,Alpha,487,11,907
2036-10-08,USA,BA.5,474,10,3130
2036-10-09,Canada,BA.5,536,12,3471
2036-10-10,Germany,BA.5,500,11,3393
2036-10-11,Brazil,Delta,517,16,504
2036-10-12,Brazil,Delta,514,11,4286
2036-10-13,Germany,Omicron,492,8,3960
2036-10-14,India,XBB,508,6,545
2036-10-15,Germany,Delta,496,8,3114
2036-10-16,Canada,Omicron,471,12,845
2036-10-17,Brazil,Alpha,544,16,2454
2036-10-18,Canada,Alpha,501,11,2410
2036-10-19,USA,Delta,486,11,4981
2036-10-20,India,BA.5,482,11,2875
2036-10-21,Germany,Omicron,561,15,2885
2036-10-22,Germany,XBB,501,14,100
2036-10-23,India,Omicron,502,8,1131
2036-10-24,Brazil,BA.5,530,9,1169
2036-10-25,Germany,BA.5,527,15,703
2036-10-26,India,Delta,478,12,4123
2036-10-27,Germany,BA.5,522,14,1102
2036-10-28,Brazil,BA.5,492,5,2950
2036-10-29,India,XBB,562,10,2465
2036-10-30,Brazil,BA.5,487,8,4291
2036-10-31,Germany,Alpha,520,8,810
2036-11-01,India,BA.5,480,8,3053
2036-11-02,USA,Alpha,528,8,531
2036-11-03,Germany,XBB,494,12,776
2036-11-04,India,Delta,509,11,3397
2036-11-05,USA,Alpha,505,6,2419
2036-11-06,India,Delta,542,6,1394
2036-11-07,Canada,Delta,489,15,168
2036-11-08,Canada,Alpha,474,12,276
2036-11-09,India,Omicron,480,19,4928
2036-11-10,India,BA.5,471,9,1187
2036-11-11,Canada,XBB,486,7,1895
2036-11-12,Germany,Delta,479,7,3055
2036-11-13,Canada,Omicron,493,7,2919
2036-11-14,Canada,Delta,491,13,3336
2036-11-15,Canada,Omicron,478,12,750
2036-11-16,Brazil,XBB,502,12,468
2036-11-17,Germany,Omicron,458,8,2824
2036-11-18,Brazil,XBB,523,8,3446
2036-11-19,Germany,BA.5,452,12,3659
2036-11-20,Brazil,Omicron,483,10,123
2036-11-21,Brazil,Delta,500,8,4324
2036-11-22,India,BA.5,456,9,4439
2036-11-23,Canada,Delta,495,5,2745
2036-11-24,India,Delta,489,12,4684
2036-11-25,India,BA.5,495,11,2550
2036-11-26,India,BA.5,504,10,2558
2036-11-27,USA,XBB,504,10,4313
2036-11-28,Germany,Omicron,514,15,3633
2036-11-29,India,XBB,507,7,3934
2036-11-30,India,Alpha,488,10,3451
2036-12-01,USA,Alpha,484,8,150
2036-12-02,USA,XBB,513,11,138
2036-12-03,Canada,XBB,468,10,4983
2036-12-04,India,Omicron,501,16,1575
2036-12-05,Germany,BA.5,488,12,2054
2036-12-06,India,Alpha,490,9,4787
2036-12-07,Canada,BA.5,498,11,2452
2036-12-08,India,Delta,485,9,989
2036-12-09,USA,Delta,511,14,375
2036-12-10,USA,BA.5,485,12,4742
2036-12-11,Canada,Delta,527,10,1556
2036-12-12,Canada,Alpha,493,13,2070
2036-12-13,USA,Alpha,478,9,1968
2036-12-14,USA,Delta,489,12,2982
2036-12-15,India,Alpha,505,13,3256
2036-12-16,Canada,Delta,463,15,1708
2036-12-17,India,Omicron,501,7,2743
2036-12-18,USA,Omicron,511,8,3868
2036-12-19,Germany,BA.5,507,10,4623
2036-12-20,Canada,Delta,486,11,1373
2036-12-21,India,Omicron,476,8,902
2036-12-22,Canada,Omicron,516,15,2747
2036-12-23,Germany,Alpha,536,12,4059
2036-12-24,Brazil,BA.5,495,8,4749
2036-12-25,USA,BA.5,510,14,4643
2036-12-26,Germany,Omicron,460,10,323
2036-12-27,Brazil,Omicron,457,12,2867
2036-12-28,India,BA.5,498,12,4545
2036-12-29,Germany,Alpha,514,10,4613
2036-12-30,Brazil,XBB,524,11,4575
2036-12-31,Germany,Alpha,507,12,3110
2037-01-01,Brazil,XBB,451,8,3473
2037-01-02,India,BA.5,467,5,1182
2037-01-03,India,BA.5,515,9,3517
2037-01-04,India,BA.5,518,9,3460
2037-01-05,India,Delta,473,6,1996
2037-01-06,India,Delta,516,8,1085
2037-01-07,Brazil,Delta,484,12,1088
2037-01-08,India,BA.5,533,7,2181
2037-01-09,Germany,Omicron,492,6,2228
2037-01-10,Germany,BA.5,516,9,4006
2037-01-11,India,XBB,493,18,1761
2037-01-12,Germany,Alpha,460,17,1231
2037-01-13,India,XBB,521,6,3084
2037-01-14,Germany,Alpha,492,9,4259
2037-01-15,Canada,XBB,579,4,777
2037-01-16,USA,Alpha,498,8,685
2037-01-17,Germany,Omicron,516,10,1587
2037-01-18,Germany,Alpha,461,10,1113
2037-01-19,USA,BA.5,487,10,218
2037-01-20,Canada,XBB,519,15,3267
2037-01-21,USA,Delta,519,9,2699
2037-01-22,Germany,Omicron,507,8,3625
2037-01-23,India,XBB,481,13,1757
2037-01-24,Canada,Omicron,501,11,2487
2037-01-25,Germany,Delta,530,6,502
2037-01-26,India,Delta,502,6,4047
2037-01-27,India,Delta,504,10,3483
2037-01-28,Canada,Delta,481,11,3651
2037-01-29,Germany,Delta,537,10,2294
2037-01-30,Brazil,BA.5,512,8,2757
2037-01-31,India,Alpha,454,6,2064
2037-02-01,USA,Delta,517,7,1845
2037-02-02,Brazil,XBB,520,9,1019
2037-02-03,USA,XBB,504,10,2374
2037-02-04,Canada,Delta,501,7,988
2037-02-05,India,Omicron,497,4,119
2037-02-06,India,Delta,489,11,4654
2037-02-07,Canada,BA.5,529,13,29
2037-02-08,India,Alpha,530,11,1128
2037-02-09,Brazil,XBB,475,5,4773
2037-02-10,Brazil,Delta,526,13,1330
2037-02-11,Canada,Alpha,507,16,3359
2037-02-12,Germany,Alpha,487,16,2385
2037-02-13,India,Delta,488,12,4785
2037-02-14,Brazil,Alpha,460,10,3857
2037-02-15,USA,XBB,502,7,4416
2037-02-16,India,Delta,498,13,4583
2037-02-17,Brazil,Omicron,467,8,1227
2037-02-18,Brazil,Delta,502,10,488
2037-02-19,Brazil,XBB,500,7,3673
2037-02-20,Germany,Delta,509,9,3747
2037-02-21,Canada,Delta,463,7,339
2037-02-22,Germany,Delta,479,20,4046
2037-02-23,USA,BA.5,437,14,4860
2037-02-24,USA,BA.5,555,11,1391
2037-02-25,Canada,XBB,534,11,3897
2037-02-26,Canada,Alpha,510,13,569
2037-02-27,Brazil,Delta,516,11,2560
2037-02-28,USA,Delta,512,7,2508
2037-03-01,Brazil,BA.5,509,10,2520
2037-03-02,Canada,Omicron,526,9,906
2037-03-03,USA,BA.5,507,14,2480
2037-03-04,Brazil,Alpha,511,9,1946
2037-03-05,India,Delta,478,11,4304
2037-03-06,India,Delta,513,10,4252
2037-03-07,Brazil,XBB,491,4,1269
2037-03-08,Germany,Omicron,522,9,2798
2037-03-09,Brazil,XBB,515,16,2021
2037-03-10,USA,Omicron,487,12,2748
2037-03-11,Canada,Omicron,528,12,4523
2037-03-12,Brazil,Omicron,530,13,1268
2037-03-13,USA,Omicron,487,14,3785
2037-03-14,USA,XBB,541,14,4204
2037-03-15,India,Delta,535,7,651
2037-03-16,Brazil,Delta,521,11,1473
2037-03-17,Germany,XBB,504,6,47
2037-03-18,Germany,BA.5,481,9,3009
2037-03-19,Canada,Alpha,500,11,4223
2037-03-20,Canada,Omicron,512,9,547
2037-03-21,India,XBB,484,11,3821
2037-03-22,Brazil,Omicron,504,8,4677
2037-03-23,Canada,Omicron,530,12,1806
2037-03-24,Brazil,Omicron,523,11,3845
2037-03-25,Germany,XBB,532,13,4085
2037-03-26,USA,Delta,494,12,1253
2037-03-27,Germany,BA.5,553,11,3128
2037-03-28,India,BA.5,508,6,4172
2037-03-29,Brazil,XBB,529,10,4309
2037-03-30,USA,Alpha,501,9,4090
2037-03-31,USA,BA.5,479,6,4453
2037-04-01,India,BA.5,492,8,845
2037-04-02,USA,Omicron,480,8,2345
2037-04-03,Brazil,XBB,516,12,1488
2037-04-04,Germany,Delta,485,6,979
2037-04-05,Brazil,XBB,512,11,1026
2037-04-06,Canada,XBB,493,12,617
2037-04-07,USA,BA.5,489,5,1562
2037-04-08,USA,Omicron,514,8,4292
2037-04-09,Brazil,XBB,499,8,3764
2037-04-10,India,Delta,493,12,1562
2037-04-11,Brazil,Omicron,470,4,3703
2037-04-12,Germany,Omicron,459,9,3905
2037-04-13,India,Delta,514,15,167
2037-04-14,USA,Delta,513,2,841
2037-04-15,USA,Delta,488,9,2773
2037-04-16,India,XBB,516,15,1714
2037-04-17,India,Omicron,468,16,1571
2037-04-18,India,Omicron,487,15,285
2037-04-19,USA,Alpha,501,5,3355
2037-04-20,USA,Alpha,490,4,4592
2037-04-21,USA,Alpha,466,11,2324
2037-04-22,USA,XBB,484,8,3180
2037-04-23,USA,XBB,519,12,3152
2037-04-24,Brazil,Delta,496,9,2344
2037-04-25,Brazil,XBB,544,10,2643
2037-04-26,Brazil,Omicron,517,5,1339
2037-04-27,India,Omicron,534,11,2731
2037-04-28,USA,BA.5,479,11,2143
2037-04-29,Brazil,BA.5,500,14,554
2037-04-30,India,XBB,494,10,4354
2037-05-01,Germany,BA.5,459,13,2528
2037-05-02,Canada,XBB,476,12,4845
2037-05-03,Germany,Delta,476,6,4774
2037-05-04,Germany,Delta,517,11,2037
2037-05-05,Canada,BA.5,501,11,191
2037-05-06,India,XBB,465,5,2675
2037-05-07,Canada,BA.5,495,6,1251
2037-05-08,India,Omicron,487,17,3149
2037-05-09,Germany,XBB,495,7,2091
2037-05-10,Canada,Alpha,481,8,2985
2037-05-11,Germany,Omicron,497,12,3867
2037-05-12,Canada,XBB,517,13,3150
2037-05-13,Canada,BA.5,502,7,439
2037-05-14,USA,BA.5,504,7,817
2037-05-15,Brazil,BA.5,515,9,2909
2037-05-16,Brazil,XBB,489,4,2789
2037-05-17,Germany,BA.5,475,11,107
2037-05-18,Germany,XBB,493,5,4796
2037-05-19,Germany,XBB,518,9,3285
2037-05-20,USA,BA.5,524,11,1296
2037-05-21,USA,Delta,475,6,4012
2037-05-22,Germany,Delta,544,18,2595
2037-05-23,USA,Omicron,513,6,1693
2037-05-24,Canada,XBB,511,13,2911
2037-05-25,Canada,BA.5,468,8,4119
2037-05-26,Canada,BA.5,499,11,2305
2037-05-27,Brazil,BA.5,489,11,4230
2037-05-28,Canada,Delta,497,19,4171
2037-05-29,Brazil,Alpha,519,18,62
2037-05-30,Canada,XBB,489,14,3027
2037-05-31,Germany,Omicron,502,11,3893
2037-06-01,Brazil,Omicron,490,12,1256
2037-06-02,USA,Omicron,478,14,1512
2037-06-03,Brazil,XBB,507,14,3954
2037-06-04,India,XBB,507,11,933
2037-06-05,Brazil,Omicron,519,11,1539
2037-06-06,Canada,Omicron,473,8,2105
2037-06-07,Canada,BA.5,515,13,1444
2037-06-08,Canada,Alpha,517,15,349
2037-06-09,USA,Delta,465,10,3913
2037-06-10,Germany,XBB,498,10,524
2037-06-11,Brazil,Alpha,502,12,1813
2037-06-12,USA,Omicron,476,12,618
2037-06-13,India,Omicron,512,8,4426
2037-06-14,Brazil,Omicron,490,11,4388
2037-06-15,Canada,Omicron,503,13,1165
2037-06-16,USA,BA.5,493,13,3209
2037-06-17,USA,XBB,551,14,2967
2037-06-18,Brazil,Omicron,485,12,377
2037-06-19,USA,Omicron,476,12,2332
2037-06-20,USA,XBB,497,8,1720
2037-06-21,USA,Delta,496,10,1665
2037-06-22,Brazil,BA.5,551,12,1685
2037-06-23,Canada,BA.5,494,9,766
2037-06-24,USA,Alpha,485,5,2567
2037-06-25,USA,BA.5,482,9,227
2037-06-26,Germany,Alpha,510,2,2440
2037-06-27,India,Delta,498,12,436
2037-06-28,Germany,XBB,513,9,1563
2037-06-29,Canada,Omicron,485,8,958
2037-06-30,Germany,Alpha,510,6,2253
2037-07-01,Brazil,BA.5,497,12,4973
2037-07-02,Germany,Omicron,490,6,4561
2037-07-03,Brazil,Delta,475,13,1384
2037-07-04,Germany,XBB,499,8,1055
2037-07-05,Germany,Alpha,483,7,3594
2037-07-06,India,BA.5,458,9,4831
