date,temperature_c,humidity,condition
2035-11-26,2,43,storm
2035-11-27,29,77,snow
2035-11-28,32,45,cloudy
2035-11-29,23,32,storm
2035-11-30,-6,39,storm
2035-12-01,18,60,rain
2035-12-02,1,98,snow
2035-12-03,16,62,storm
2035-12-04,10,73,storm
2035-12-05,37,78,snow
2035-12-06,-1,78,sunny
2035-12-07,39,95,sunny
2035-12-08,-7,80,cloudy
2035-12-09,6,95,sunny
2035-12-10,-6,58,snow
2035-12-11,-2,49,cloudy
2035-12-12,-3,90,storm
2035-12-13,12,99,cloudy
2035-12-14,-6,36,storm
2035-12-15,-7,34,cloudy
2035-12-16,4,93,rain
2035-12-17,2,36,rain
2035-12-18,19,51,sunny
2035-12-19,17,68,cloudy
2035-12-20,-6,94,rain
2035-12-21,-8,69,sunny
2035-12-22,30,98,cloudy
2035-12-23,2,72,sunny
2035-12-24,11,91,rain
2035-12-25,7,77,sunny
2035-12-26,-10,38,cloudy
2035-12-27,34,31,rain
2035-12-28,5,35,cloudy
2035-12-29,3,95,cloudy
2035-12-30,11,96,rain
2035-12-31,20,62,sunny
2036-01-01,33,44,snow
2036-01-02,16,77,cloudy
2036-01-03,33,41,cloudy
2036-01-04,19,95,rain
2036-01-05,21,68,cloudy
2036-01-06,32,32,cloudy
2036-01-07,25,32,sunny
2036-01-08,-1,92,rain
2036-01-09,-8,91,rain
2036-01-10,-2,75,cloudy
2036-01-11,22,55,cloudy
2036-01-12,27,51,rain
2036-01-13,11,98,cloudy
2036-01-14,-9,80,sunny
2036-01-15,7,72,storm
2036-01-16,-8,36,sunny
2036-01-17,-5,74,cloudy
2036-01-18,28,80,sunny
2036-01-19,24,52,storm
2036-01-20,13,91,rain
2036-01-21,29,69,rain
2036-01-22,6,36,sunny
2036-01-23,39,53,rain
2036-01-24,24,62,snow
2036-01-25,-1,82,snow
2036-01-26,-2,35,cloudy
2036-01-27,31,64,rain
2036-01-28,8,98,sunny
2036-01-29,0,46,storm
2036-01-30,15,50,rain
2036-01-31,7,30,rain
2036-02-01,4,89,rain
2036-02-02,25,91,sunny
2036-02-03,10,71,sunny
2036-02-04,21,83,storm
2036-02-05,28,59,sunny
2036-02-06,39,74,rain
2036-02-07,-3,39,cloudy
2036-02-08,0,35,snow
2036-02-09,22,48,rain
2036-02-10,24,91,cloudy
2036-02-11,26,82,rain
2036-02-12,11,97,sunny
2036-02-13,-1,95,sunny
2036-02-14,27,91,storm
2036-02-15,-1,74,sunny
2036-02-16,23,96,sunny
2036-02-17,-6,39,storm
2036-02-18,7,87,snow
2036-02-19,10,94,cloudy
2036-02-20,-6,93,sunny
2036-02-21,-3,46,sunny
2036-02-22,21,99,sunny
2036-02-23,29,50,cloudy
2036-02-24,-3,57,rain
2036-02-25,-4,76,rain
2036-02-26,11,39,rain
2036-02-27,22,36,cloudy
2036-02-28,3,73,snow
2036-02-29,25,42,snow
2036-03-01,14,67,rain
2036-03-02,27,85,sunny
2036-03-03,15,88,snow
2036-03-04,33,84,sunny
2036-03-05,-3,33,snow
2036-03-06,11,82,rain
2036-03-07,26,78,cloudy
2036-03-08,8,30,snow
2036-03-09,12,62,storm
2036-03-10,30,52,snow
2036-03-11,-4,86,rain
2036-03-12,-5,78,sunny
2036-03-13,2,33,snow
2036-03-14,20,66,snow
2036-03-15,15,37,sunny
2036-03-16,34,34,storm
2036-03-17,29,38,rain
2036-03-18,21,80,storm
2036-03-19,38,60,rain
2036-03-20,-8,80,cloudy
2036-03-21,-2,39,snow
2036-03-22,35,79,rain
2036-03-23,36,30,sunny
2036-03-24,27,91,sunny
2036-03-25,-5,94,cloudy
2036-03-26,6,37,storm
2036-03-27,38,69,sunny
2036-03-28,14,91,sunny
2036-03-29,1,83,sunny
2036-03-30,18,40,storm
2036-03-31,-7,75,snow
2036-04-01,6,95,storm
2036-04-02,-1,36,storm
2036-04-03,5,43,sunny
2036-04-04,30,33,snow
2036-04-05,-5,30,sunny
2036-04-06,29,92,sunny
2036-04-07,-8,94,sunny
2036-04-08,28,50,snow
2036-04-09,19,62,storm
2036-04-10,12,84,storm
2036-04-11,14,41,sunny
2036-04-12,4,81,snow
2036-04-13,1,94,sunny
2036-04-14,-1,47,rain
2036-04-15,38,51,rain
2036-04-16,15,38,snow
2036-04-17,20,92,cloudy
2036-04-18,-5,43,sunny
2036-04-19,-4,53,sunny
2036-04-20,0,80,rain
2036-04-21,4,64,storm
2036-04-22,17,68,storm
2036-04-23,-7,93,rain
2036-04-24,-5,86,cloudy
2036-04-25,38,96,rain
2036-04-26,4,46,cloudy
2036-04-27,7,48,storm
2036-04-28,13,98,cloudy
2036-04-29,37,59,cloudy
2036-04-30,27,73,rain
2036-05-01,16,93,sunny
2036-05-02,21,97,snow
2036-05-03,-3,51,rain
2036-05-04,-4,51,snow
2036-05-05,5,34,cloudy
2036-05-06,12,90,rain
2036-05-07,-6,52,rain
2036-05-08,14,37,snow
2036-05-09,-9,51,storm
2036-05-10,19,48,rain
2036-05-11,18,81,rain
2036-05-12,33,36,cloudy
2036-05-13,17,30,rain
2036-05-14,28,48,snow
2036-05-15,13,98,cloudy
2036-05-16,-10,62,cloudy
2036-05-17,39,62,cloudy
2036-05-18,17,70,storm
2036-05-19,-2,40,sunny
2036-05-20,8,83,sunny
2036-05-21,31,60,storm
2036-05-22,-9,67,rain
2036-05-23,30,37,rain
2036-05-24,19,49,storm
2036-05-25,9,38,storm
2036-05-26,4,92,cloudy
2036-05-27,10,34,snow
2036-05-28,24,97,sunny
2036-05-29,37,91,storm
2036-05-30,24,99,sunny
2036-05-31,10,68,rain
2036-06-01,31,44,rain
2036-06-02,13,85,sunny
2036-06-03,17,30,sunny
2036-06-04,17,49,sunny
2036-06-05,15,80,cloudy
2036-06-06,38,54,rain
2036-06-07,1,70,snow
2036-06-08,1,98,rain
2036-06-09,37,90,sunny
2036-06-10,24,94,cloudy
2036-06-11,39,65,storm
2036-06-12,8,71,snow
2036-06-13,8,68,snow
2036-06-14,1,76,storm
2036-06-15,25,92,storm
2036-06-16,7,80,cloudy
2036-06-17,23,78,rain
2036-06-18,18,34,sunny
2036-06-19,13,93,cloudy
2036-06-20,27,62,rain
2036-06-21,26,40,rain
2036-06-22,10,49,snow
2036-06-23,-1,76,storm
2036-06-24,37,76,storm
2036-06-25,29,91,snow
2036-06-26,-9,33,snow
2036-06-27,6,60,sunny
2036-06-28,15,30,storm
2036-06-29,26,85,rain
2036-06-30,9,95,storm
2036-07-01,4,67,storm
2036-07-02,39,88,storm
2036-07-03,25,44,rain
2036-07-04,35,32,snow
2036-07-05,36,34,cloudy
2036-07-06,20,64,rain
2036-07-07,-10,36,storm
2036-07-08,1,54,cloudy
2036-07-09,18,47,sunny
2036-07-10,8,33,sunny
2036-07-11,30,44,rain
2036-07-12,28,51,rain
2036-07-13,5,31,storm
2036-07-14,9,45,cloudy
2036-07-15,19,84,rain
2036-07-16,24,55,sunny
2036-07-17,-6,31,cloudy
2036-07-18,9,91,rain
2036-07-19,23,85,storm
2036-07-20,39,54,storm
2036-07-21,14,82,storm
2036-07-22,36,72,cloudy
2036-07-23,28,98,rain
2036-07-24,5,84,cloudy
2036-07-25,27,74,cloudy
2036-07-26,31,53,cloudy
2036-07-27,19,66,sunny
2036-07-28,28,40,snow
2036-07-29,5,79,snow
2036-07-30,-7,83,snow
2036-07-31,36,34,storm
2036-08-01,20,47,storm
2036-08-02,20,50,sunny
2036-08-03,-7,98,sunny
2036-08-04,34,59,snow
2036-08-05,25,74,snow
2036-08-06,29,74,storm
2036-08-07,9,74,cloudy
2036-08-08,-6,61,rain
2036-08-09,26,42,snow
2036-08-10,-6,54,snow
2036-08-11,13,49,storm
2036-08-12,-2,50,cloudy
2036-08-13,9,55,rain
2036-08-14,0,66,sunny
2036-08-15,0,56,cloudy
2036-08-16,23,67,snow
2036-08-17,12,82,sunny
2036-08-18,-8,96,storm
2036-08-19,3,81,rain
2036-08-20,-6,44,sunny
2036-08-21,38,37,cloudy
2036-08-22,21,58,sunny
2036-08-23,0,74,snow
2036-08-24,16,48,rain
2036-08-25,26,38,storm
2036-08-26,21,81,cloudy
2036-08-27,21,98,cloudy
2036-08-28,13,42,cloudy
2036-08-29,18,80,rain
2036-08-30,20,92,rain
2036-08-31,7,86,storm
2036-09-01,22,32,storm
2036-09-02,25,33,rain
2036-09-03,-2,80,sunny
2036-09-04,6,49,storm
2036-09-05,16,72,cloudy
2036-09-06,13,37,sunny
2036-09-07,-1,58,sunny
2036-09-08,10,53,sunny
2036-09-09,33,55,sunny
2036-09-10,9,85,cloudy
2036-09-11,25,65,sunny
2036-09-12,11,30,snow
2036-09-13,-2,66,cloudy
2036-09-14,-3,42,storm
2036-09-15,25,72,storm
2036-09-16,26,54,snow
2036-09-17,13,50,sunny
2036-09-18,-2,71,rain
2036-09-19,-9,97,snow
2036-09-20,3,50,rain
2036-09-21,7,74,rain
2036-09-22,21,86,snow
2036-09-23,22,81,rain
2036-09-24,24,41,cloudy
2036-09-25,14,39,storm
2036-09-26,23,96,snow
2036-09-27,21,58,storm
2036-09-28,-5,90,cloudy
2036-09-29,38,58,rain
2036-09-30,6,60,snow
2036-10-01,23,67,sunny
2036-10-02,26,33,rain
2036-10-03,1,64,snow
2036-10-04,35,90,cloudy
2036-10-05,37,44,snow
2036-10-06,-5,97,cloudy
2036-10-07,11,56,storm
2036-10-08,33,38,rain
2036-10-09,25,44,snow
2036-10-10,9,87,storm
2036-10-11,8,45,cloudy
2036-10-12,31,37,sunny
2036-10-13,-1,47,cloudy
2036-10-14,32,79,cloudy
2036-10-15,29,88,storm
2036-10-16,35,93,rain
2036-10-17,4,60,snow
2036-10-18,31,80,snow
2036-10-19,38,44,rain
2036-10-20,1,54,snow
2036-10-21,30,98,storm
2036-10-22,33,86,cloudy
2036-10-23,-8,79,sunny
2036-10-24,-1,95,cloudy
2036-10-25,13,61,rain
2036-10-26,30,48,rain
2036-10-27,-9,44,snow
2036-10-28,24,98,cloudy
2036-10-29,16,36,snow
2036-10-30,22,87,sunny
2036-10-31,6,71,storm
2036-11-01,-10,81,cloudy
2036-11-02,-6,34,storm
2036-11-03,6,82,storm
2036-11-04,3,58,rain
2036-11-05,29,30,snow
2036-11-06,25,80,snow
2036-11-07,18,98,snow
2036-11-08,21,81,cloudy
2036-11-09,1,81,sunny
2036-11-10,-4,46,rain
2036-11-11,32,46,cloudy
2036-11-12,-8,58,cloudy
2036-11-13,18,79,rain
2036-11-14,-6,59,snow
2036-11-15,15,76,snow
2036-11-16,9,52,storm
2036-11-17,10,50,sunny
2036-11-18,4,46,cloudy
2036-11-19,3,88,cloudy
2036-11-20,39,63,snow
2036-11-21,38,35,snow
2036-11-22,-6,36,sunny
2036-11-23,2,80,sunny
2036-11-24,2,72,cloudy
2036-11-25,-4,32,rain
2036-11-26,14,46,snow
2036-11-27,3,87,cloudy
2036-11-28,13,58,cloudy
2036-11-29,16,74,rain
2036-11-30,12,60,storm
2036-12-01,6,90,snow
2036-12-02,-8,65,snow
2036-12-03,35,81,sunny
2036-12-04,-5,39,sunny
2036-12-05,35,73,sunny
2036-12-06,4,73,rain
2036-12-07,11,79,storm
2036-12-08,-5,97,rain
2036-12-09,12,73,snow
2036-12-10,8,73,storm
2036-12-11,-8,57,cloudy
2036-12-12,3,47,cloudy
2036-12-13,-1,78,cloudy
2036-12-14,-2,97,cloudy
2036-12-15,37,30,snow
2036-12-16,20,47,storm
2036-12-17,37,59,sunny
2036-12-18,36,36,storm
2036-12-19,38,32,cloudy
2036-12-20,-5,44,cloudy
2036-12-21,19,47,snow
2036-12-22,15,69,storm
2036-12-23,-3,50,snow
2036-12-24,32,50,cloudy
2036-12-25,20,56,cloudy
2036-12-26,-2,86,sunny
2036-12-27,22,73,cloudy
2036-12-28,20,94,storm
2036-12-29,1,46,rain
2036-12-30,39,33,rain
2036-12-31,35,57,sunny
2037-01-01,-9,46,rain
2037-01-02,-1,38,rain
2037-01-03,13,91,cloudy
2037-01-04,6,84,storm
2037-01-05,27,79,sunny
2037-01-06,-8,81,rain
2037-01-07,10,66,rain
2037-01-08,-2,73,snow
2037-01-09,14,85,rain
2037-01-10,15,93,storm
2037-01-11,14,38,rain
2037-01-12,37,39,sunny
2037-01-13,15,89,cloudy
2037-01-14,32,67,snow
2037-01-15,36,74,snow
2037-01-16,3,82,rain
2037-01-17,12,73,storm
2037-01-18,35,48,storm
2037-01-19,36,81,sunny
2037-01-20,14,75,storm
2037-01-21,39,93,storm
2037-01-22,11,85,cloudy
2037-01-23,-6,83,storm
2037-01-24,31,86,storm
2037-01-25,14,73,storm
2037-01-26,30,80,snow
2037-01-27,23,37,cloudy
2037-01-28,2,99,snow
2037-01-29,33,36,rain
2037-01-30,4,85,sunny
2037-01-31,31,52,storm
2037-02-01,27,82,snow
2037-02-02,7,49,rain
2037-02-03,12,92,cloudy
2037-02-04,35,78,sunny
2037-02-05,30,51,snow
2037-02-06,3,74,sunny
2037-02-07,10,33,cloudy
2037-02-08,38,59,rain
2037-02-09,8,49,cloudy
2037-02-10,29,54,storm
2037-02-11,-9,86,sunny
2037-02-12,4,81,storm
2037-02-13,24,43,cloudy
2037-02-14,3,62,storm
2037-02-15,-10,63,cloudy
2037-02-16,13,33,storm
2037-02-17,2,87,sunny
2037-02-18,28,96,storm
2037-02-19,9,91,rain
2037-02-20,11,96,cloudy
2037-02-21,14,77,sunny
2037-02-22,4,61,snow
2037-02-23,-8,33,snow
2037-02-24,33,50,sunny
2037-02-25,35,48,storm
2037-02-26,26,60,rain
2037-02-27,7,49,rain
2037-02-28,0,73,rain
2037-03-01,23,94,rain
2037-03-02,-10,67,sunny
2037-03-03,-2,46,cloudy
2037-03-04,37,81,rain
2037-03-05,22,33,cloudy
2037-03-06,-2,93,snow
2037-03-07,1,92,sunny
2037-03-08,4,67,rain
2037-03-09,35,82,rain
2037-03-10,29,96,rain
2037-03-11,8,89,cloudy
2037-03-12,25,50,sunny
2037-03-13,37,55,snow
2037-03-14,25,53,sunny
2037-03-15,15,50,rain
2037-03-16,4,35,cloudy
2037-03-17,20,57,snow
2037-03-18,10,87,storm
2037-03-19,39,60,rain
2037-03-20,-9,96,storm
2037-03-21,-4,48,rain
2037-03-22,17,44,snow
2037-03-23,3,32,rain
2037-03-24,18,83,sunny
2037-03-25,12,49,snow
2037-03-26,16,89,cloudy
2037-03-27,34,90,rain
2037-03-28,30,74,snow
2037-03-29,-8,97,rain
2037-03-30,-9,83,snow
2037-03-31,4,78,snow
2037-04-01,31,30,cloudy
2037-04-02,-4,74,snow
2037-04-03,38,94,snow
2037-04-04,-8,53,sunny
2037-04-05,37,39,snow
2037-04-06,25,43,storm
2037-04-07,-1,69,cloudy
2037-04-08,-4,71,cloudy
2037-04-09,-9,76,sunny
2037-04-10,28,81,rain
2037-04-11,4,47,storm
2037-04-12,12,50,rain
2037-04-13,-3,63,rain
2037-04-14,-6,60,sunny
2037-04-15,-7,99,snow
2037-04-16,8,42,sunny
2037-04-17,-5,56,storm
2037-04-18,23,77,sunny
2037-04-19,13,97,storm
2037-04-20,26,46,rain
2037-04-21,39,35,storm
2037-04-22,4,97,sunny
2037-04-23,37,85,cloudy
2037-04-24,38,93,snow
2037-04-25,36,55,rain
2037-04-26,20,95,storm
2037-04-27,31,42,rain
2037-04-28,19,42,cloudy
2037-04-29,13,86,snow
2037-04-30,-6,64,cloudy
2037-05-01,2,98,storm
2037-05-02,3,67,sunny
2037-05-03,38,69,rain
2037-05-04,34,34,snow
2037-05-05,11,78,cloudy
2037-05-06,17,67,cloudy
2037-05-07,0,67,storm
2037-05-08,-5,94,sunny
2037-05-09,5,44,rain
2037-05-10,6,32,cloudy
2037-05-11,26,84,snow
2037-05-12,38,67,sunny
2037-05-13,-4,48,storm
2037-05-14,19,84,snow
2037-05-15,9,56,sunny
2037-05-16,-2,70,storm
2037-05-17,-1,35,rain
2037-05-18,23,81,sunny
2037-05-19,8,35,rain
2037-05-20,4,46,storm
2037-05-21,10,39,rain
2037-05-22,39,39,sunny
2037-05-23,17,53,cloudy
2037-05-24,22,97,cloudy
2037-05-25,31,41,rain
2037-05-26,12,35,snow
2037-05-27,23,71,rain
2037-05-28,19,38,cloudy
2037-05-29,31,63,sunny
2037-05-30,6,58,storm
2037-05-31,39,78,sunny
2037-06-01,8,75,sunny
2037-06-02,-9,34,cloudy
2037-06-03,28,83,snow
2037-06-04,37,45,sunny
2037-06-05,16,36,storm
2037-06-06,-3,67,storm
2037-06-07,4,79,storm
2037-06-08,-2,37,cloudy
2037-06-09,-3,86,storm
2037-06-10,20,32,cloudy
2037-06-11,8,72,snow
2037-06-12,-1,41,storm
2037-06-13,7,61,sunny
2037-06-14,36,92,rain
2037-06-15,-8,52,cloudy
2037-06-16,-1,79,storm
2037-06-17,2,58,cloudy
2037-06-18,2,34,storm
2037-06-19,3,43,snow
2037-06-20,13,94,rain
2037-06-21,39,80,cloudy
2037-06-22,15,87,sunny
2037-06-23,-3,84,rain
2037-06-24,10,39,sunny
2037-06-25,14,85,sunny
2037-06-26,37,76,storm
2037-06-27,-7,95,snow
2037-06-28,32,91,storm
2037-06-29,10,33,sunny
2037-06-30,15,31,sunny
2037-07-01,34,47,sunny
2037-07-02,31,70,cloudy
2037-07-03,14,87,storm
2037-07-04,31,64,cloudy
2037-07-05,30,79,snow
2037-07-06,-4,48,rain
2037-07-07,6,94,snow
2037-07-08,18,85,snow
2037-07-09,30,71,snow
2037-07-10,23,69,sunny
2037-07-11,-2,37,storm
2037-07-12,29,96,snow
2037-07-13,8,78,storm
2037-07-14,7,59,rain
2037-07-15,2,88,snow
2037-07-16,6,60,sunny
2037-07-17,9,34,rain
2037-07-18,0,74,storm
2037-07-19,39,31,storm
2037-07-20,-7,53,snow
2037-07-21,37,77,snow
2037-07-22,18,87,storm
2037-07-23,-9,47,sunny
2037-07-24,-3,87,sunny
2037-07-25,6,52,rain
2037-07-26,-5,56,snow
2037-07-27,38,93,rain
2037-07-28,7,93,rain
2037-07-29,-1,73,sunny
2037-07-30,2,81,storm
2037-07-31,37,71,cloudy
2037-08-01,-9,63,sunny
2037-08-02,1,48,sunny
2037-08-03,-1,46,rain
2037-08-04,29,68,sunny
2037-08-05,-1,41,storm
2037-08-06,-7,65,sunny
2037-08-07,33,76,sunny
2037-08-08,28,67,storm
2037-08-09,22,55,storm
2037-08-10,-6,30,snow
2037-08-11,-5,66,rain
2037-08-12,-6,70,cloudy
2037-08-13,36,42,storm
2037-08-14,-6,95,cloudy
2037-08-15,-7,88,cloudy
2037-08-16,39,39,snow
2037-08-17,33,31,rain
2037-08-18,4,75,sunny
2037-08-19,-1,51,sunny
2037-08-20,4,37,snow
2037-08-21,10,51,sunny
2037-08-22,34,69,rain
2037-08-23,11,59,sunny
2037-08-24,34,64,rain
2037-08-25,31,34,cloudy
2037-08-26,-5,91,snow
2037-08-27,7,44,rain
2037-08-28,15,82,storm
2037-08-29,21,57,storm
2037-08-30,28,61,snow
2037-08-31,4,47,cloudy
2037-09-01,21,49,sunny
2037-09-02,29,37,cloudy
2037-09-03,24,98,cloudy
2037-09-04,36,50,sunny
2037-09-05,7,41,storm
2037-09-06,14,63,storm
2037-09-07,35,60,storm
2037-09-08,14,53,sunny
2037-09-09,14,57,storm
2037-09-10,7,35,rain
2037-09-11,-8,77,cloudy
2037-09-12,39,99,cloudy
2037-09-13,37,94,storm
2037-09-14,19,92,cloudy
2037-09-15,8,79,sunny
2037-09-16,-4,38,storm
2037-09-17,14,78,storm
2037-09-18,-5,50,cloudy
2037-09-19,-9,85,sunny
2037-09-20,29,97,rain
2037-09-21,35,58,rain
2037-09-22,23,56,storm
2037-09-23,28,73,rain
2037-09-24,25,48,cloudy
2037-09-25,34,50,sunny
2037-09-26,20,56,rain
2037-09-27,-3,48,sunny
2037-09-28,15,57,storm
2037-09-29,20,80,rain
2037-09-30,27,77,rain
2037-10-01,34,68,storm
2037-10-02,25,48,storm
2037-10-03,8,91,snow
2037-10-04,14,71,snow
2037-10-05,28,59,snow
2037-10-06,6,47,cloudy
2037-10-07,36,50,rain
2037-10-08,-5,79,rain
2037-10-09,-10,86,rain
2037-10-10,32,81,snow
2037-10-11,37,30,cloudy
2037-10-12,35,96,rain
2037-10-13,26,46,storm
2037-10-14,7,51,sunny
2037-10-15,16,84,snow
2037-10-16,21,89,snow
2037-10-17,8,57,storm
2037-10-18,-1,54,snow
2037-10-19,3,55,storm
2037-10-20,0,46,rain
2037-10-21,-4,85,storm
2037-10-22,27,87,cloudy
2037-10-23,16,80,cloudy
2037-10-24,5,89,cloudy
2037-10-25,1,69,cloudy
2037-10-26,-9,77,storm
2037-10-27,13,31,sunny
2037-10-28,9,63,sunny
2037-10-29,30,52,storm
2037-10-30,-8,91,storm
2037-10-31,19,94,sunny
2037-11-01,9,35,cloudy
2037-11-02,24,33,snow
2037-11-03,-1,80,snow
2037-11-04,27,30,sunny
2037-11-05,27,92,sunny
2037-11-06,4,60,snow
2037-11-07,-8,95,cloudy
2037-11-08,30,88,snow
2037-11-09,39,41,storm
2037-11-10,1,62,storm
2037-11-11,29,78,snow
2037-11-12,28,78,cloudy
2037-11-13,31,93,storm
2037-11-14,11,55,rain
2037-11-15,13,53,storm
2037-11-16,36,37,sunny
2037-11-17,-8,83,snow
2037-11-18,20,77,storm
2037-11-19,9,92,rain
2037-11-20,32,34,cloudy
2037-11-21,18,99,cloudy
2037-11-22,9,63,storm
2037-11-23,-9,48,rain
2037-11-24,38,57,snow
2037-11-25,-1,78,snow
2037-11-26,37,58,storm
2037-11-27,18,87,cloudy
2037-11-28,20,36,sunny
2037-11-29,34,97,rain
2037-11-30,31,88,storm
2037-12-01,23,55,sunny
2037-12-02,26,37,snow
2037-12-03,3,36,sunny
2037-12-04,-8,46,rain
2037-12-05,33,75,rain
2037-12-06,17,43,sunny
2037-12-07,15,31,cloudy
2037-12-08,6,63,cloudy
2037-12-09,28,42,snow
2037-12-10,39,52,rain
2037-12-11,13,58,rain
2037-12-12,4,86,sunny
2037-12-13,17,91,rain
2037-12-14,23,88,sunny
2037-12-15,-6,60,snow
2037-12-16,4,44,storm
2037-12-17,32,98,storm
2037-12-18,22,40,cloudy
2037-12-19,-5,52,rain
2037-12-20,4,76,cloudy
2037-12-21,35,76,storm
2037-12-22,19,38,sunny
2037-12-23,27,93,cloudy
2037-12-24,7,87,sunny
2037-12-25,21,77,snow
2037-12-26,25,75,snow
2037-12-27,5,75,sunny
2037-12-28,13,90,cloudy
2037-12-29,24,71,snow
2037-12-30,-7,76,rain
2037-12-31,32,63,snow
2038-01-01,20,66,snow
2038-01-02,22,36,rain
2038-01-03,27,81,storm
2038-01-04,2,57,cloudy
2038-01-05,7,30,cloudy
2038-01-06,39,71,rain
2038-01-07,-10,80,rain
2038-01-08,28,44,snow
2038-01-09,22,82,sunny
2038-01-10,23,46,sunny
2038-01-11,31,35,snow
2038-01-12,29,69,snow
2038-01-13,1,36,snow
2038-01-14,2,33,rain
2038-01-15,31,32,storm
2038-01-16,-10,56,cloudy
2038-01-17,39,46,storm
2038-01-18,6,63,cloudy
2038-01-19,24,53,rain
2038-01-20,39,75,sunny
2038-01-21,38,56,sunny
2038-01-22,10,88,sunny
2038-01-23,-1,54,storm
2038-01-24,-9,44,storm
2038-01-25,2,43,rain
2038-01-26,-9,63,cloudy
2038-01-27,26,54,storm
2038-01-28,-2,60,snow
2038-01-29,37,72,rain
2038-01-30,-3,77,cloudy
2038-01-31,-9,45,cloudy
2038-02-01,19,45,rain
2038-02-02,17,33,rain
2038-02-03,34,47,storm
2038-02-04,-2,65,snow
2038-02-05,5,50,rain
2038-02-06,35,57,storm
2038-02-07,20,62,storm
2038-02-08,30,75,sunny
2038-02-09,-10,71,cloudy
2038-02-10,14,61,cloudy
2038-02-11,13,32,storm
2038-02-12,1,46,rain
2038-02-13,21,36,cloudy
2038-02-14,-4,98,rain
2038-02-15,29,77,cloudy
2038-02-16,36,66,cloudy
2038-02-17,-1,84,cloudy
2038-02-18,30,49,sunny
2038-02-19,29,63,storm
2038-02-20,16,48,cloudy
2038-02-21,-6,92,snow
2038-02-22,-1,42,snow
2038-02-23,-6,87,cloudy
2038-02-24,1,88,snow
2038-02-25,11,44,snow
2038-02-26,-10,67,cloudy
2038-02-27,34,82,storm
2038-02-28,-10,40,rain
2038-03-01,32,69,cloudy
2038-03-02,33,35,storm
2038-03-03,20,37,snow
2038-03-04,31,83,storm
2038-03-05,6,67,sunny
2038-03-06,-1,43,rain
2038-03-07,18,91,cloudy
2038-03-08,14,65,rain
2038-03-09,5,62,cloudy
2038-03-10,12,40,rain
2038-03-11,7,76,sunny
2038-03-12,33,88,rain
2038-03-13,-6,58,snow
2038-03-14,15,96,rain
2038-03-15,14,48,rain
2038-03-16,8,94,cloudy
2038-03-17,34,78,cloudy
2038-03-18,30,98,storm
2038-03-19,6,82,snow
2038-03-20,37,60,cloudy
2038-03-21,23,44,rain
2038-03-22,-1,82,snow
2038-03-23,33,57,rain
2038-03-24,12,45,sunny
2038-03-25,28,95,sunny
2038-03-26,28,69,cloudy
2038-03-27,14,45,sunny
2038-03-28,7,88,snow
2038-03-29,16,40,sunny
2038-03-30,2,59,snow
2038-03-31,7,42,rain
2038-04-01,-4,60,cloudy
2038-04-02,16,89,sunny
2038-04-03,18,62,sunny
2038-04-04,8,70,snow
2038-04-05,14,71,cloudy
2038-04-06,22,49,sunny
2038-04-07,15,81,storm
2038-04-08,21,62,rain
2038-04-09,-7,44,cloudy
2038-04-10,-5,98,snow
2038-04-11,7,64,cloudy
2038-04-12,11,63,storm
2038-04-13,7,55,rain
2038-04-14,11,90,cloudy
2038-04-15,3,77,rain
2038-04-16,12,36,cloudy
2038-04-17,-4,76,sunny
2038-04-18,2,32,snow
2038-04-19,17,67,cloudy
2038-04-20,4,96,storm
2038-04-21,-6,39,storm
2038-04-22,-8,79,rain
2038-04-23,22,47,snow
2038-04-24,34,30,snow
2038-04-25,27,70,rain
2038-04-26,36,38,cloudy
2038-04-27,-4,60,rain
2038-04-28,19,63,snow
2038-04-29,-6,90,cloudy
2038-04-30,27,57,rain
2038-05-01,31,52,sunny
2038-05-02,19,96,storm
2038-05-03,22,32,snow
2038-05-04,8,71,rain
2038-05-05,37,30,sunny
2038-05-06,-6,88,rain
2038-05-07,23,54,rain
2038-05-08,18,54,cloudy
2038-05-09,-2,96,storm
2038-05-10,34,67,storm
2038-05-11,38,52,snow
2038-05-12,36,37,sunny
2038-05-13,26,74,sunny
2038-05-14,22,36,snow
2038-05-15,35,44,snow
2038-05-16,14,46,rain
2038-05-17,-4,79,storm
2038-05-18,8,36,snow
2038-05-19,39,84,sunny
2038-05-20,21,69,snow
2038-05-21,33,92,rain
2038-05-22,4,50,rain
2038-05-23,6,81,storm
2038-05-24,-2,49,cloudy
2038-05-25,7,59,sunny
2038-05-26,13,76,cloudy
2038-05-27,19,73,storm
2038-05-28,27,58,snow
2038-05-29,-7,46,sunny
2038-05-30,-6,79,storm
2038-05-31,35,80,cloudy
2038-06-01,1,42,sunny
2038-06-02,-2,31,snow
2038-06-03,37,31,storm
2038-06-04,1,77,rain
2038-06-05,-8,97,snow
2038-06-06,39,32,rain
2038-06-07,32,48,snow
2038-06-08,32,57,snow
2038-06-09,25,53,sunny
2038-06-10,11,74,rain
2038-06-11,0,90,rain
2038-06-12,22,72,cloudy
2038-06-13,26,76,storm
2038-06-14,12,65,rain
2038-06-15,14,44,snow
2038-06-16,34,33,sunny
2038-06-17,11,46,rain
2038-06-18,15,67,storm
2038-06-19,24,35,storm
2038-06-20,7,35,rain
2038-06-21,26,70,cloudy
2038-06-22,27,72,snow
2038-06-23,4,85,sunny
2038-06-24,20,86,cloudy
2038-06-25,13,87,sunny
